rowid,studyid,site,year,phenodiff,phenodiffunits,phenodiffmethod,phenodiffvar,phenofreq,genus,species,phenophase1,phenomethod1,genus2,species2,phenophase2,phenomethod2,fitnesscomp,fitnessunit,fitnessmethod,gender,fitnessvalue,fitnessvaluevar,fitnesstype,notes,,,,,,,,,,,,
518,HMK039,NA,1984,-3.236,days,,NA,daily,Uria,lomvia,breeding date (earliest date birds were observed with eggs),,Rissa1,tridactyla,breeding date (earliest date birds were observed with eggs),,abundance,number,,NA,7.19615,,demographic,Guillemots (Uria spp.) phenology data the same- not recorded separately,,,,,,,,,,,,
519,HMK039,NA,1985,-3.529,days,,NA,daily,Uria,lomvia,breeding date (earliest date birds were observed with eggs),,Rissa1,tridactyla,breeding date (earliest date birds were observed with eggs),,abundance,number,,NA,7.41538,,demographic,Guillemots (Uria spp.) phenology data the same- not recorded separately,,,,,,,,,,,,
520,HMK039,NA,1986,-22.942,days,,NA,daily,Uria,lomvia,breeding date (earliest date birds were observed with eggs),,Rissa1,tridactyla,breeding date (earliest date birds were observed with eggs),,abundance,number,,NA,7.32308,,demographic,Guillemots (Uria spp.) phenology data the same- not recorded separately,,,,,,,,,,,,
521,HMK039,NA,1987,-15.589,days,,NA,daily,Uria,lomvia,breeding date (earliest date birds were observed with eggs),,Rissa1,tridactyla,breeding date (earliest date birds were observed with eggs),,abundance,number,,NA,6.75769,,demographic,Guillemots (Uria spp.) phenology data the same- not recorded separately,,,,,,,,,,,,
522,HMK039,NA,1988,-2.06,days,,NA,daily,Uria,lomvia,breeding date (earliest date birds were observed with eggs),,Rissa1,tridactyla,breeding date (earliest date birds were observed with eggs),,abundance,number,,NA,6.81538,,demographic,Guillemots (Uria spp.) phenology data the same- not recorded separately,,,,,,,,,,,,
523,HMK039,NA,1989,-2.646,days,,NA,daily,Uria,lomvia,breeding date (earliest date birds were observed with eggs),,Rissa1,tridactyla,breeding date (earliest date birds were observed with eggs),,abundance,number,,NA,6.63077,,demographic,Guillemots (Uria spp.) phenology data the same- not recorded separately,,,,,,,,,,,,
524,HMK039,NA,1990,0,days,,NA,daily,Uria,lomvia,breeding date (earliest date birds were observed with eggs),,Rissa1,tridactyla,breeding date (earliest date birds were observed with eggs),,abundance,number,,NA,6.59615,,demographic,Guillemots (Uria spp.) phenology data the same- not recorded separately,,,,,,,,,,,,
525,HMK039,NA,1991,-5.589,days,,NA,daily,Uria,lomvia,breeding date (earliest date birds were observed with eggs),,Rissa1,tridactyla,breeding date (earliest date birds were observed with eggs),,abundance,number,,NA,7,,demographic,Guillemots (Uria spp.) phenology data the same- not recorded separately,,,,,,,,,,,,
526,HMK039,NA,1992,-1.765,days,,NA,daily,Uria,lomvia,breeding date (earliest date birds were observed with eggs),,Rissa1,tridactyla,breeding date (earliest date birds were observed with eggs),,abundance,number,,NA,7.05769,,demographic,Guillemots (Uria spp.) phenology data the same- not recorded separately,,,,,,,,,,,,
527,HMK039,NA,1993,-19.118,days,,NA,daily,Uria,lomvia,breeding date (earliest date birds were observed with eggs),,Rissa1,tridactyla,breeding date (earliest date birds were observed with eggs),,abundance,number,,NA,6.88462,,demographic,Guillemots (Uria spp.) phenology data the same- not recorded separately,,,,,,,,,,,,
528,HMK039,NA,1994,-21.472,days,,NA,daily,Uria,lomvia,breeding date (earliest date birds were observed with eggs),,Rissa1,tridactyla,breeding date (earliest date birds were observed with eggs),,abundance,number,,NA,6.65385,,demographic,Guillemots (Uria spp.) phenology data the same- not recorded separately,,,,,,,,,,,,
529,HMK039,NA,1995,-4.118,days,,NA,daily,Uria,lomvia,breeding date (earliest date birds were observed with eggs),,Rissa1,tridactyla,breeding date (earliest date birds were observed with eggs),,abundance,number,,NA,6.60769,,demographic,Guillemots (Uria spp.) phenology data the same- not recorded separately,,,,,,,,,,,,
530,HMK039,NA,1996,NA,days,,NA,daily,Uria,lomvia,breeding date (earliest date birds were observed with eggs),,Rissa1,tridactyla,breeding date (earliest date birds were observed with eggs),,abundance,number,,NA,6.51538,,demographic,Guillemots (Uria spp.) phenology data the same- not recorded separately,,,,,,,,,,,,
531,HMK039,NA,1997,NA,days,,NA,daily,Uria,lomvia,breeding date (earliest date birds were observed with eggs),,Rissa1,tridactyla,breeding date (earliest date birds were observed with eggs),,abundance,number,,NA,6.4,,demographic,Guillemots (Uria spp.) phenology data the same- not recorded separately,,,,,,,,,,,,
532,HMK039,NA,1998,NA,days,,NA,daily,Uria,lomvia,breeding date (earliest date birds were observed with eggs),,Rissa1,tridactyla,breeding date (earliest date birds were observed with eggs),,abundance,number,,NA,7.02308,,demographic,Guillemots (Uria spp.) phenology data the same- not recorded separately,,,,,,,,,,,,
533,HMK039,NA,1999,NA,days,,NA,daily,Uria,lomvia,breeding date (earliest date birds were observed with eggs),,Rissa1,tridactyla,breeding date (earliest date birds were observed with eggs),,abundance,number,,NA,7.39231,,demographic,Guillemots (Uria spp.) phenology data the same- not recorded separately,,,,,,,,,,,,
534,HMK039,NA,1973,-3.236,days,,NA,daily,Uria,aalge,breeding date (earliest date birds were observed with eggs),,Rissa1,tridactyla,breeding date (earliest date birds were observed with eggs),,abundance,number,,NA,8.46538,,demographic,Guillemots (Uria spp.) phenology data the same- not recorded separately,,,,,,,,,,,,
535,HMK039,NA,1974,-5,days,,NA,daily,Uria,aalge,breeding date (earliest date birds were observed with eggs),,Rissa1,tridactyla,breeding date (earliest date birds were observed with eggs),,abundance,number,,NA,8.56923,,demographic,Guillemots (Uria spp.) phenology data the same- not recorded separately,,,,,,,,,,,,
536,HMK039,NA,1975,4.707,days,,NA,daily,Uria,aalge,breeding date (earliest date birds were observed with eggs),,Rissa1,tridactyla,breeding date (earliest date birds were observed with eggs),,abundance,number,,NA,8.58077,,demographic,Guillemots (Uria spp.) phenology data the same- not recorded separately,,,,,,,,,,,,
537,HMK039,NA,1976,2.059,days,,NA,daily,Uria,aalge,breeding date (earliest date birds were observed with eggs),,Rissa1,tridactyla,breeding date (earliest date birds were observed with eggs),,abundance,number,,NA,8.71923,,demographic,Guillemots (Uria spp.) phenology data the same- not recorded separately,,,,,,,,,,,,
538,HMK039,NA,1978,-2.059,days,,NA,daily,Uria,aalge,breeding date (earliest date birds were observed with eggs),,Rissa1,tridactyla,breeding date (earliest date birds were observed with eggs),,abundance,number,,NA,8.75385,,demographic,Guillemots (Uria spp.) phenology data the same- not recorded separately,,,,,,,,,,,,
539,HMK039,NA,1979,-1.471,days,,NA,daily,Uria,aalge,breeding date (earliest date birds were observed with eggs),,Rissa1,tridactyla,breeding date (earliest date birds were observed with eggs),,abundance,number,,NA,8.45385,,demographic,Guillemots (Uria spp.) phenology data the same- not recorded separately,,,,,,,,,,,,
540,HMK039,NA,1980,-1.471,days,,NA,daily,Uria,aalge,breeding date (earliest date birds were observed with eggs),,Rissa1,tridactyla,breeding date (earliest date birds were observed with eggs),,abundance,number,,NA,8.69615,,demographic,Guillemots (Uria spp.) phenology data the same- not recorded separately,,,,,,,,,,,,
541,HMK039,NA,1981,-8.529,days,,NA,daily,Uria,aalge,breeding date (earliest date birds were observed with eggs),,Rissa1,tridactyla,breeding date (earliest date birds were observed with eggs),,abundance,number,,NA,8.70769,,demographic,Guillemots (Uria spp.) phenology data the same- not recorded separately,,,,,,,,,,,,
542,HMK039,NA,1982,-2.06,days,,NA,daily,Uria,aalge,breeding date (earliest date birds were observed with eggs),,Rissa1,tridactyla,breeding date (earliest date birds were observed with eggs),,abundance,number,,NA,8.78846,,demographic,Guillemots (Uria spp.) phenology data the same- not recorded separately,,,,,,,,,,,,
543,HMK039,NA,1983,-5.295,days,,NA,daily,Uria,aalge,breeding date (earliest date birds were observed with eggs),,Rissa1,tridactyla,breeding date (earliest date birds were observed with eggs),,abundance,number,,NA,8.48846,,demographic,Guillemots (Uria spp.) phenology data the same- not recorded separately,,,,,,,,,,,,
544,HMK039,NA,1984,-3.236,days,,NA,daily,Uria,aalge,breeding date (earliest date birds were observed with eggs),,Rissa1,tridactyla,breeding date (earliest date birds were observed with eggs),,abundance,number,,NA,8.98462,,demographic,Guillemots (Uria spp.) phenology data the same- not recorded separately,,,,,,,,,,,,
545,HMK039,NA,1985,-3.529,days,,NA,daily,Uria,aalge,breeding date (earliest date birds were observed with eggs),,Rissa1,tridactyla,breeding date (earliest date birds were observed with eggs),,abundance,number,,NA,8.96154,,demographic,Guillemots (Uria spp.) phenology data the same- not recorded separately,,,,,,,,,,,,
546,HMK039,NA,1986,-22.942,days,,NA,daily,Uria,aalge,breeding date (earliest date birds were observed with eggs),,Rissa1,tridactyla,breeding date (earliest date birds were observed with eggs),,abundance,number,,NA,8.89231,,demographic,Guillemots (Uria spp.) phenology data the same- not recorded separately,,,,,,,,,,,,
547,HMK039,NA,1987,-15.589,days,,NA,daily,Uria,aalge,breeding date (earliest date birds were observed with eggs),,Rissa1,tridactyla,breeding date (earliest date birds were observed with eggs),,abundance,number,,NA,7.09231,,demographic,Guillemots (Uria spp.) phenology data the same- not recorded separately,,,,,,,,,,,,
548,HMK039,NA,1988,-2.06,days,,NA,daily,Uria,aalge,breeding date (earliest date birds were observed with eggs),,Rissa1,tridactyla,breeding date (earliest date birds were observed with eggs),,abundance,number,,NA,7.08077,,demographic,Guillemots (Uria spp.) phenology data the same- not recorded separately,,,,,,,,,,,,
549,HMK039,NA,1989,-2.646,days,,NA,daily,Uria,aalge,breeding date (earliest date birds were observed with eggs),,Rissa1,tridactyla,breeding date (earliest date birds were observed with eggs),,abundance,number,,NA,7.20769,,demographic,Guillemots (Uria spp.) phenology data the same- not recorded separately,,,,,,,,,,,,
550,HMK039,NA,1990,0,days,,NA,daily,Uria,aalge,breeding date (earliest date birds were observed with eggs),,Rissa1,tridactyla,breeding date (earliest date birds were observed with eggs),,abundance,number,,NA,7.20769,,demographic,Guillemots (Uria spp.) phenology data the same- not recorded separately,,,,,,,,,,,,
551,HMK039,NA,1991,-5.589,days,,NA,daily,Uria,aalge,breeding date (earliest date birds were observed with eggs),,Rissa1,tridactyla,breeding date (earliest date birds were observed with eggs),,abundance,number,,NA,7.77308,,demographic,Guillemots (Uria spp.) phenology data the same- not recorded separately,,,,,,,,,,,,
552,HMK039,NA,1992,-1.765,days,,NA,daily,Uria,aalge,breeding date (earliest date birds were observed with eggs),,Rissa1,tridactyla,breeding date (earliest date birds were observed with eggs),,abundance,number,,NA,7.83077,,demographic,Guillemots (Uria spp.) phenology data the same- not recorded separately,,,,,,,,,,,,
553,HMK039,NA,1993,-19.118,days,,NA,daily,Uria,aalge,breeding date (earliest date birds were observed with eggs),,Rissa1,tridactyla,breeding date (earliest date birds were observed with eggs),,abundance,number,,NA,7.70385,,demographic,Guillemots (Uria spp.) phenology data the same- not recorded separately,,,,,,,,,,,,
554,HMK039,NA,1994,-21.472,days,,NA,daily,Uria,aalge,breeding date (earliest date birds were observed with eggs),,Rissa1,tridactyla,breeding date (earliest date birds were observed with eggs),,abundance,number,,NA,7.96923,,demographic,Guillemots (Uria spp.) phenology data the same- not recorded separately,,,,,,,,,,,,
555,HMK039,NA,1995,-4.118,days,,NA,daily,Uria,aalge,breeding date (earliest date birds were observed with eggs),,Rissa1,tridactyla,breeding date (earliest date birds were observed with eggs),,abundance,number,,NA,8.08462,,demographic,Guillemots (Uria spp.) phenology data the same- not recorded separately,,,,,,,,,,,,
556,HMK039,NA,1996,NA,days,,NA,daily,Uria,aalge,breeding date (earliest date birds were observed with eggs),,Rissa1,tridactyla,breeding date (earliest date birds were observed with eggs),,abundance,number,,NA,7.80769,,demographic,Guillemots (Uria spp.) phenology data the same- not recorded separately,,,,,,,,,,,,
557,HMK039,NA,1997,NA,days,,NA,daily,Uria,aalge,breeding date (earliest date birds were observed with eggs),,Rissa1,tridactyla,breeding date (earliest date birds were observed with eggs),,abundance,number,,NA,8.14231,,demographic,Guillemots (Uria spp.) phenology data the same- not recorded separately,,,,,,,,,,,,
558,HMK039,NA,1998,NA,days,,NA,daily,Uria,aalge,breeding date (earliest date birds were observed with eggs),,Rissa1,tridactyla,breeding date (earliest date birds were observed with eggs),,abundance,number,,NA,8.09615,,demographic,Guillemots (Uria spp.) phenology data the same- not recorded separately,,,,,,,,,,,,
559,HMK039,NA,1999,NA,days,,NA,daily,Uria,aalge,breeding date (earliest date birds were observed with eggs),,Rissa1,tridactyla,breeding date (earliest date birds were observed with eggs),,abundance,number,,NA,8.65,,demographic,Guillemots (Uria spp.) phenology data the same- not recorded separately,,,,,,,,,,,,
560,HMK039,NA,1973,-3.236,days,,NA,daily,Rissa1,tridactyla,breeding date (earliest date birds were observed with eggs),,Uria,spp.,breeding date (earliest date birds were observed with eggs),,abundance,number,,NA,9.76923,,demographic,"Could be either species because not recorded separately, chose genus here",,,,,,,,,,,,
561,HMK039,NA,1974,-5,days,,NA,daily,Rissa1,tridactyla,breeding date (earliest date birds were observed with eggs),,Uria,spp.,breeding date (earliest date birds were observed with eggs),,abundance,number,,NA,9.94231,,demographic,"Could be either species because not recorded separately, chose genus here",,,,,,,,,,,,
562,HMK039,NA,1975,4.707,days,,NA,daily,Rissa1,tridactyla,breeding date (earliest date birds were observed with eggs),,Uria,spp.,breeding date (earliest date birds were observed with eggs),,abundance,number,,NA,10.0346,,demographic,"Could be either species because not recorded separately, chose genus here",,,,,,,,,,,,
563,HMK039,NA,1976,2.059,days,,NA,daily,Rissa1,tridactyla,breeding date (earliest date birds were observed with eggs),,Uria,spp.,breeding date (earliest date birds were observed with eggs),,abundance,number,,NA,10.0577,,demographic,"Could be either species because not recorded separately, chose genus here",,,,,,,,,,,,
564,HMK039,NA,1977,-2.059,days,,NA,daily,Rissa1,tridactyla,breeding date (earliest date birds were observed with eggs),,Uria,spp.,breeding date (earliest date birds were observed with eggs),,abundance,number,,NA,9.38846,,demographic,"Could be either species because not recorded separately, chose genus here",,,,,,,,,,,,
565,HMK039,NA,1978,-1.471,days,,NA,daily,Rissa1,tridactyla,breeding date (earliest date birds were observed with eggs),,Uria,spp.,breeding date (earliest date birds were observed with eggs),,abundance,number,,NA,9.50385,,demographic,"Could be either species because not recorded separately, chose genus here",,,,,,,,,,,,
566,HMK039,NA,1979,-1.471,days,,NA,daily,Rissa1,tridactyla,breeding date (earliest date birds were observed with eggs),,Uria,spp.,breeding date (earliest date birds were observed with eggs),,abundance,number,,NA,9.73462,,demographic,"Could be either species because not recorded separately, chose genus here",,,,,,,,,,,,
567,HMK039,NA,1980,-8.529,days,,NA,daily,Rissa1,tridactyla,breeding date (earliest date birds were observed with eggs),,Uria,spp.,breeding date (earliest date birds were observed with eggs),,abundance,number,,NA,9.76923,,demographic,"Could be either species because not recorded separately, chose genus here",,,,,,,,,,,,
568,HMK039,NA,1981,-2.06,days,,NA,daily,Rissa1,tridactyla,breeding date (earliest date birds were observed with eggs),,Uria,spp.,breeding date (earliest date birds were observed with eggs),,abundance,number,,NA,9.89615,,demographic,"Could be either species because not recorded separately, chose genus here",,,,,,,,,,,,
569,HMK039,NA,1982,-5.295,days,,NA,daily,Rissa1,tridactyla,breeding date (earliest date birds were observed with eggs),,Uria,spp.,breeding date (earliest date birds were observed with eggs),,abundance,number,,NA,9.93077,,demographic,"Could be either species because not recorded separately, chose genus here",,,,,,,,,,,,
570,HMK039,NA,1983,-3.236,days,,NA,daily,Rissa1,tridactyla,breeding date (earliest date birds were observed with eggs),,Uria,spp.,breeding date (earliest date birds were observed with eggs),,abundance,number,,NA,9.88461,,demographic,"Could be either species because not recorded separately, chose genus here",,,,,,,,,,,,
571,HMK039,NA,1984,-3.529,days,,NA,daily,Rissa1,tridactyla,breeding date (earliest date birds were observed with eggs),,Uria,spp.,breeding date (earliest date birds were observed with eggs),,abundance,number,,NA,10.0923,,demographic,"Could be either species because not recorded separately, chose genus here",,,,,,,,,,,,
572,HMK039,NA,1985,-22.942,days,,NA,daily,Rissa1,tridactyla,breeding date (earliest date birds were observed with eggs),,Uria,spp.,breeding date (earliest date birds were observed with eggs),,abundance,number,,NA,9.89615,,demographic,"Could be either species because not recorded separately, chose genus here",,,,,,,,,,,,
573,HMK039,NA,1986,-15.589,days,,NA,daily,Rissa1,tridactyla,breeding date (earliest date birds were observed with eggs),,Uria,spp.,breeding date (earliest date birds were observed with eggs),,abundance,number,,NA,10.2423,,demographic,"Could be either species because not recorded separately, chose genus here",,,,,,,,,,,,
574,HMK039,NA,1987,-2.06,days,,NA,daily,Rissa1,tridactyla,breeding date (earliest date birds were observed with eggs),,Uria,spp.,breeding date (earliest date birds were observed with eggs),,abundance,number,,NA,10.1038,,demographic,"Could be either species because not recorded separately, chose genus here",,,,,,,,,,,,
575,HMK039,NA,1988,-2.646,days,,NA,daily,Rissa1,tridactyla,breeding date (earliest date birds were observed with eggs),,Uria,spp.,breeding date (earliest date birds were observed with eggs),,abundance,number,,NA,9.93077,,demographic,"Could be either species because not recorded separately, chose genus here",,,,,,,,,,,,
576,HMK039,NA,1989,0,days,,NA,daily,Rissa1,tridactyla,breeding date (earliest date birds were observed with eggs),,Uria,spp.,breeding date (earliest date birds were observed with eggs),,abundance,number,,NA,9.81538,,demographic,"Could be either species because not recorded separately, chose genus here",,,,,,,,,,,,
577,HMK039,NA,1990,-5.589,days,,NA,daily,Rissa1,tridactyla,breeding date (earliest date birds were observed with eggs),,Uria,spp.,breeding date (earliest date birds were observed with eggs),,abundance,number,,NA,9.91923,,demographic,"Could be either species because not recorded separately, chose genus here",,,,,,,,,,,,
